Evidence ID,Recorded UTC,Exact Object ID,Drive ID,Artifact ID,Evidence Role,Primary Evidence,Summary Only,Derives From,Code Fixture ID,Computational Fixture ID,Methodological Family,Review ID,Evidence Class,Source URL,Status
EV-LM013-LP-DIFF068,2026-07-25,LCR-DER-057-VERSION-TRANSITION,1Z3NCU2OTW6NAff5GOoNprmFAhPP_EgabZuM_qH2k6xY,LCR-DATA-068-v1.0,EXACT_FROZEN_BODY_DIFF,FALSE,FALSE,EV-LM013-LP057V11; LCR-DER-057-v1.0,v1.0 SHA 4165696d...576d1; v1.1 SHA 62c23788...c74e72,Unified diff fixture,Exact text comparison,LCR-REQ-066-v1.0,REPRODUCIBILITY FIXTURE,https://docs.google.com/document/d/1Z3NCU2OTW6NAff5GOoNprmFAhPP_EgabZuM_qH2k6xY/edit,PASS
EV-P02-JOINT-PROB069,2026-07-25,P02-LM-003 + P02-LM-009,1J7MlK-dj8wgDgE3UpnUrKLKrp_wn71KV4ZBbGn3EBjw,LCR-REQ-069-v1.0,JOINT_REVIEW_ROUTING,FALSE,TRUE,LCR-REQ-015-v1.0; LCR-REQ-029-v1.0,LM003 SHA 5173d26d...bb83e; LM009 SHA ccc07d95...eb0b1,No shared computational fixture,Two separate elementary probability derivations,OPEN,JOINT HASH-SPECIFIC REVIEW REQUEST,https://docs.google.com/document/d/1J7MlK-dj8wgDgE3UpnUrKLKrp_wn71KV4ZBbGn3EBjw/edit,OPEN
EV-P02-BUNDLE051V12,2026-07-25,P02-LM-004 + P02-LM-012 + P02-LM-013,1BnJ-RCKpt7RBjEFle-xmnXjSQflaCcPZ36xi9aOcy7A,LCR-REQ-051-v1.2,FIVE_OBJECT_BUNDLE_REVIEW_ROUTING,FALSE,TRUE,LCR-REQ-051-v1.1; S2-AUD-006; CL-AUD-206; LCR-DER-057-v1.1; LCR-DER-061,LM004 SHA d43179f3...; LM012 SHA cfbbd591...; LM013 parent SHA 035d5a18...; LM057-v1.1 SHA 62c23788...; LM061 SHA 04efac40...,No shared computational fixture,Coordinated exact-hash dynamics/topology review,OPEN,REVIEW BUNDLE ROUTING,https://docs.google.com/document/d/1BnJ-RCKpt7RBjEFle-xmnXjSQflaCcPZ36xi9aOcy7A/edit,OPEN
EV-LM011-LM013-PREREQ,2026-07-25,P02-LM-011,1q_XOmFsEiNmyLs-2o1yBUXzuEObYRt9U5uI3uRMmZzw,LCR-DER-033-v1.0 addendum,EVENT_ADMISSIBILITY_DEPENDENCY_UPDATE,FALSE,TRUE,GP-DER-197; LCR-DER-057-v1.1; LCR-DER-061,LM011 SHA 17c37fa1...efa9 unchanged,No computational fixture,Dependency and exact-sample-space audit,LCR-REQ-037-v1.0,DEPENDENCY ROUTING CORRECTION,https://docs.google.com/document/d/1q_XOmFsEiNmyLs-2o1yBUXzuEObYRt9U5uI3uRMmZzw/edit,ACTIVE
EV-SESSION-070,2026-07-25,P0.2-CLOSURE-READINESS-SESSION,1y0yf-mN3ssmDujfizZzZzyMDn0QsVYTd3zx2SGkauu4,LCR-SES-070-v1.0,SESSION_EXECUTION_RECORD,FALSE,TRUE,All session artifacts and register updates,No executable fixture,No computational fixture,Research operations and evidence reconciliation,None,NONCANONICAL SESSION RECORD,https://docs.google.com/document/d/1y0yf-mN3ssmDujfizZzZzyMDn0QsVYTd3zx2SGkauu4/edit,PASS
EV-TBG1-S2-DER010,2026-07-25T22:05:00Z,THEOREM-B-TB-G1-EXACT-PERSISTENCE-PAIR-PROCESS,1rBECSuJoa8kWU71Z0bDYDZsB9qkRh16q8GgqaeM0wQE,S2-DER-010-v1.0,SAME_LINE_PROOF_CANDIDATE,TRUE,FALSE,Theorem B read-first; near-diagonal lifetime law; P0.2 adjacency program,BODY 17845 / SHA bd4e839f5b61ca3edb9d0aaaaf5dcd12031b44e6f707929cd747c712646cb10f,Native Docs text/plain export and SHA-256 replay,Morse H0 elder pairing / marked point process / exact probability decomposition,S2-REQ-005-v1.0,SAME-LINE DERIVATION / ZERO INDEPENDENCE,https://docs.google.com/document/d/1rBECSuJoa8kWU71Z0bDYDZsB9qkRh16q8GgqaeM0wQE/edit,UNIT MULTIPLICITY CANDIDATE PASS / EXTERNAL REVIEW OPEN / THEOREM B UNCHANGED
EV-TBG1-S2-AUD010,2026-07-25T22:05:00Z,THEOREM-B-TB-G1-HOSTILE-REVIEW,1rwGBEVPtGQKIXQhYHTBY0j2IctKcJA0yDO2bAEYmKAo,S2-AUD-010-v1.0,SAME_LINE_ADVERSARIAL_AUDIT,TRUE,FALSE,EV-TBG1-S2-DER010,DER-010 BODY 17845 / SHA bd4e839f5b61ca3edb9d0aaaaf5dcd12031b44e6f707929cd747c712646cb10f,Ten adversarial mutations; no computational fixture,OpenAI same-family TDA/Morse/object-identity audit,S2-REQ-005-v1.0,SAME-LINE EXACT-OBJECT AUDIT / ZERO INDEPENDENCE,https://docs.google.com/document/d/1rwGBEVPtGQKIXQhYHTBY0j2IctKcJA0yDO2bAEYmKAo/edit,PASS WITH CLARIFICATIONS / ADJACENCY-ONLY IDENTITY AMEND REQUIRED / EXTERNAL REVIEW OPEN
EV-CL-AUD234-P01-T,2026-07-25T22:05:00Z,P0.1-DOMAIN-T-H5,1N__i7Ql8nXFXnqQGWU1ZBwTdpR30VCUAvoyyueg5YGg,CL-AUD-234-v1.0,ORGANIZATIONALLY_DISTINCT_EXACT_OBJECT_REVIEW,TRUE,FALSE,GP-DER/DATA-206; GP-REQ-207; independent Phase-1 and Phase-2 reconstruction,Source SHA fa0fe850...e7cc0; result SHA f6bc0b68...ee17; T0-T14 pass,CL Phase-1/Phase-2 scripts and hash-listed result fixtures,Anthropic independent Gaussian-process and exact-arithmetic reconstruction,REV-CL-AUD234-P01-T,QUALIFYING DISTINCT-FAMILY APPROVAL / SCOPE LIMITED,https://docs.google.com/document/d/1N__i7Ql8nXFXnqQGWU1ZBwTdpR30VCUAvoyyueg5YGg/edit,APPROVE r_T=r_D AND CONDITIONED TAIL <5e-49 ONLY; NO P0.1/P0.2 PROMOTION
EV-CL-AUD253-P01-N,2026-07-25T22:19:00Z,P0.1-UPPER-NORMALIZER-PREDECESSOR,1_YNh_IPFuDMGIPQRq5e5TY0pUXu8ZbPRsOgZ1SSH3PY,CL-AUD-253-v1.0,ORGANIZATIONALLY_DISTINCT_DEFECT_REVIEW_AND_REPAIR_EVIDENCE,TRUE,FALSE,GP-DER/DATA-208; GP-REQ-209; DQ-001,Source SHA 57d2caaa...a75b; result SHA 2ac7addf...f63a; uniform Peano defect <=1.561e-94,CL-DATA-251/252 standard-library verifier and results,Anthropic exact-rational reconstruction and divided-difference periodization repair,REV-CL-AUD253-P01-N,QUALIFYING DISTINCT-FAMILY AMEND VERDICT / PREDECESSOR NOT APPROVED,https://docs.google.com/document/d/1_YNh_IPFuDMGIPQRq5e5TY0pUXu8ZbPRsOgZ1SSH3PY/edit,AMEND REQUIRED; REPAIR ROUTED TO S2-REQ-006 / DQ-013
EV-S2-REQ006-P01-N-REPAIR,2026-07-25T22:25:00Z,P0.1-UPPER-NORMALIZER-REPAIR-ROUTE,1sJwS9pXRk3jLRGgLrCAcvkrShFH2ijdCgRWYo4XuZ2o,S2-REQ-006-v1.0,REPAIR_SPECIFICATION_AND_SUCCESSOR_ROUTING,FALSE,TRUE,CL-AUD-253; GP-DER/DATA-208; DQ-001,Uniform Peano/divided-difference reserve; exact-field bridge population; computed checks; outward rounding,No computational fixture — acceptance tests specified,Defect-driven proof repair specification,DQ-013,OPEN REPAIR REQUEST / NO SCIENTIFIC AUTHORITY,https://docs.google.com/document/d/1sJwS9pXRk3jLRGgLrCAcvkrShFH2ijdCgRWYo4XuZ2o/edit,OPEN / EXECUTOR UNCLAIMED / PREDECESSOR AMEND REQUIRED
EV-CL-AUD243-P02-LM007,2026-07-25T22:38:00Z,P02-LM-007 EXACT FROZEN OBJECT,1_ObFRxEbqoHO-_pfW1bONWktid-07QofVbA2OeUMYLM,CL-AUD-243-v1.0,ORGANIZATIONALLY_DISTINCT_EXACT_HASH_APPROVAL,TRUE,FALSE,LCR-DER-021; LCR-REQ-023; CL-AUD-234/237,BODY 8541 / SHA 5267dc4be0fd7eb986d30eb4f5aa3a415a0ba250acdf5b31afc2f984bbe310c9,CL Phase-1/Phase-2 fixtures and raw body reproduction,Anthropic Gaussian-process exact-object review,REV-CL-AUD243-P02-LM007,QUALIFYING DISTINCT-FAMILY EXACT-HASH APPROVAL / SHARED RECONSTRUCTION,https://docs.google.com/document/d/1_ObFRxEbqoHO-_pfW1bONWktid-07QofVbA2OeUMYLM/edit,APPROVE P02-LM-007 ONLY / NO P0.2 PROMOTION
EV-CL-AUD241-P02-PARTIAL,2026-07-25T22:30:00Z,P02-LM-003 + P02-LM-006 + P02-LM-010-v1.1,1PsK9vBh1UHFFVTd4sYef8Hyre9AZDjPB4tPeKENKSrc,CL-AUD-241-v1.0,DISTINCT_FAMILY_MATHEMATICAL_REVIEW_HASH_INCOMPLETE,TRUE,FALSE,S2-REQ-003; current three frozen proof bodies,LM003 SHA 5173d26d...bb83e; LM006 SHA 239ed094...9150; LM010 SHA 05e0f20f...7ef2 declared but not reproduced,Independent rational/algebraic reconstructions; no raw hash fixture,Anthropic partial P0.2 review,REV-CL-AUD241-P02-PARTIAL,DISTINCT-FAMILY MATHEMATICAL SUPPORT / HASH CANNOT VERIFY,https://docs.google.com/document/d/1PsK9vBh1UHFFVTd4sYef8Hyre9AZDjPB4tPeKENKSrc/edit,MATHEMATICS PASS; EXACT-HASH GATE OPEN
EV-S2-REQ007-P02-HASH-SUPP,2026-07-25T22:45:00Z,P02-LM-003 + P02-LM-006 + P02-LM-010-v1.1 HASH SUPPLEMENTS,13aLHEMKmN9n1v7PLSGbs_u_7dQ-Euvc91eWC4veIP0g,S2-REQ-007-v1.0,RAW_EXPORT_HASH_SUPPLEMENT_ROUTING,FALSE,TRUE,CL-AUD-241; three exact frozen objects and controlling packets,Three declared byte/hash identities,No computational fixture; raw export and SHA checks specified,Exact-object transport completion protocol,DQ-014,OPEN REVIEW SUPPLEMENT / NO SCIENTIFIC AUTHORITY,https://docs.google.com/document/d/13aLHEMKmN9n1v7PLSGbs_u_7dQ-Euvc91eWC4veIP0g/edit,OPEN / PREFERRED CL-AUD-241 REVIEWER
EVID-LCR-REQ-062,2026-07-25T22:00:00Z,EC-019-PATH-B-REPLAY-GATE,12GOIUaZaMbKJEA__3Oshz8f95FTEV5OKtw202TiOa1U,LCR-REQ-062-v1.0,Exact replay and autonomous-adjudication specification,FALSE,FALSE,CL-REG-219; CL-AUD-222; AD-009; LCR-COR-061; GP-SPEC-166,,CL219-SOURCE+RESULT,Raw-carrier replay plus source-to-spec inspection,OPEN — execution-capable distinct-family reviewer,REVIEW REQUEST / NONPROBATIVE UNTIL EXECUTED,https://docs.google.com/document/d/12GOIUaZaMbKJEA__3Oshz8f95FTEV5OKtw202TiOa1U/edit,COMPLETED / PASS — DISCHARGED BY GP-AUD-EC019-PATHB-20260730-v1.0; AD-009 AUTO-YES EXECUTED
EV-LCR-CLS073-P02-LM007,2026-07-25T23:15:00Z,P02-LM-007 / SHA 5267dc4be0fd7eb986d30eb4f5aa3a415a0ba250acdf5b31afc2f984bbe310c9,1G6qQJ7y8YqX5NnJAE61LuO1XxkSOqLJN0NS2BIbuYmI,LCR-CLS-073-v1.0,TERMINAL_CLOSURE_RECORD,TRUE,FALSE,LCR-DER-021-v1.0; LCR-REQ-023-v1.0; CL-AUD-243-v1.0,BODY 8541 / SHA 5267dc4b…310c9,T1–T14 and 9/9 adversarial mutations,Exact Gaussian-process lemma closure,REV-CL-AUD243-P02-LM007,CLOSED EXACT SCOPE / NONCANONICAL,https://docs.google.com/document/d/1G6qQJ7y8YqX5NnJAE61LuO1XxkSOqLJN0NS2BIbuYmI/edit,CLOSED / P0.2 OPEN / NO PROMOTION
EV-S2-REC008-RAW-MANIFEST,2026-07-25T23:05:00Z,P02-LM-003 + P02-LM-006 + P02-LM-010-v1.1 raw transport,1A6_brizTHVmT4BARITXROIjx6kjA-mw29Bx5JW6MRVM,S2-REC-008-v1.0,RAW_EXPORT_MANIFEST_AND_LOCAL_HASH_RECEIPT,TRUE,FALSE,S2-REQ-007; CL-AUD-241; three native text/plain carriers,Three whole-export hashes plus three frozen-body hashes,Native Google Docs exports,Source identity and transport,REV-CL-AUD241-P02-PARTIAL,SOURCE TRANSPORT EVIDENCE / ZERO INDEPENDENCE CREDIT,https://docs.google.com/document/d/1A6_brizTHVmT4BARITXROIjx6kjA-mw29Bx5JW6MRVM/edit,PASS LOCAL / ANTHROPIC EXACT-HASH VERDICTS OPEN
EV-RAW-P02-LM003,2026-07-25T23:00:00Z,P02-LM-003 native raw export,1vgUMcvHr32rqI2hEAsdlUAvVRWdaLA_b,P02-LM-003_LCR-DER-014-v1.0_NATIVE_EXPORT.txt,RAW_PRIMARY_SOURCE_CARRIER,TRUE,FALSE,LCR-DER-014-v1.0,RAW 10872 / SHA 69bae62d…04c08; BODY 6874 / SHA 5173d26d…bb83e,Native text/plain export,Exact-object transport,S2-REQ-007-v1.0,RAW SOURCE CARRIER,https://drive.google.com/file/d/1vgUMcvHr32rqI2hEAsdlUAvVRWdaLA_b/view,PUBLISHED / LOCAL BODY HASH PASS
EV-RAW-P02-LM006,2026-07-25T23:00:00Z,P02-LM-006 native raw export,1WqvqJqu2WXovALWXto7Zvir209dpUI54,P02-LM-006_LCR-DER-019-v1.0_NATIVE_EXPORT.txt,RAW_PRIMARY_SOURCE_CARRIER,TRUE,FALSE,LCR-DER-019-v1.0,RAW 14438 / SHA 64b8f07f…f8b4; BODY 9147 / SHA 239ed094…9150,Native text/plain export,Exact-object transport,S2-REQ-007-v1.0,RAW SOURCE CARRIER,https://drive.google.com/file/d/1WqvqJqu2WXovALWXto7Zvir209dpUI54/view,PUBLISHED / LOCAL BODY HASH PASS
EV-RAW-P02-LM010V11,2026-07-25T23:00:00Z,P02-LM-010-v1.1 native raw export,1yWEgJlPO0X6cwkpAcaPyCM0iuMm7DSQ7,P02-LM-010-v1.1_LCR-DER-030-v1.1_NATIVE_EXPORT.txt,RAW_PRIMARY_SOURCE_CARRIER,TRUE,FALSE,LCR-DER-030-v1.1,RAW 14171 / SHA 71f23ef4…74f43; BODY 9335 / SHA 05e0f20f…7ef2,Native text/plain export,Exact-object transport,S2-REQ-007-v1.0,RAW SOURCE CARRIER,https://drive.google.com/file/d/1yWEgJlPO0X6cwkpAcaPyCM0iuMm7DSQ7/view,PUBLISHED / LOCAL BODY HASH PASS
EV-LCR-DER071-NUMERATOR,2026-07-25T23:08:00Z,NUMERATOR-ONLY POLYNOMIAL BOUNDARY LAYER O(r^5),1Qnk47RynyJ_zuSYIO1tpO71sEYiq8qUWKLtBFnZ48mo,LCR-DER-071-v1.0,LABELLED_NUMERATOR_PROPOSITION,TRUE,FALSE,P02-LM-003; P02-LM-010-v1.1; CL-AUD-241 packaging finding,BODY 4561 / SHA b3c6e4c5…687af3,Abstract Tonelli/change-of-variables/polynomial integration proof,Conditional measure-theoretic numerator estimate,None — same-line packaging extraction,FROZEN COMPANION / NO NEW GRAPH NODE,https://docs.google.com/document/d/1Qnk47RynyJ_zuSYIO1tpO71sEYiq8qUWKLtBFnZ48mo/edit,PASS SAME-LINE / CITABILITY FINDING DISCHARGED
EV-LCR-REC072-NUMERATOR,2026-07-25T23:09:00Z,LCR-DER-071 frozen body,1B352LukPgmR1Dri3mOkwQbiZaWBEww8m1QDAppdlqRs,LCR-REC-072-v1.0,SOURCE_IDENTITY_RECEIPT,TRUE,FALSE,LCR-DER-071-v1.0,BODY 4561 / SHA b3c6e4c5…687af3,Native text/plain export and marker extraction,Reproducibility,None,FROZEN BODY RECEIPT,https://docs.google.com/document/d/1B352LukPgmR1Dri3mOkwQbiZaWBEww8m1QDAppdlqRs/edit,PASS / ZERO INDEPENDENCE CREDIT
EV-CL-AUD245-S2-T,2026-07-25T22:52:00Z,S2-DER-002 / S2-DATA-002 alternate conditioned GT5 radius certificate,13EoNjXvlycWcqmzZRSdRNs9znKk7JSA0W25aeA_onIo,CL-AUD-245-v1.0,DISTINCT_FAMILY_MATHEMATICAL_REVIEW_RESULT_PUBLICATION_HOLD,TRUE,FALSE,CL-REG-244; S2-REQ-002; S2-DER-002; S2-DATA-002 source,SOURCE 9350 / SHA 6448381a…13c4; RESULT 16883 / SHA 04be1073…ae4a0 declared,Independent Python Decimal/Fraction implementation; G1–G18,Anthropic exact Gaussian-process certificate review,REV-CL-AUD245-S2-T,MATHEMATICS PASS / SOURCE PASS / PUBLICATION-ONLY AMEND,https://docs.google.com/document/d/13EoNjXvlycWcqmzZRSdRNs9znKk7JSA0W25aeA_onIo/edit,PASS VIA CL-AUD-261 CONVERSION / RESULT PUBLICATION CONDITION SATISFIED / NO ADDITIONAL CREDIT / NO P0.1 PROMOTION
EV-S2-DATA002-RESULT,2026-07-25T23:37:55Z,S2-DATA-002 executed result JSON,1lEDwlVhZOhfQiDx9qrYaB0_dezldUTTYkgKB0vDq3Sw,S2-DATA-002-RESULT-v1.0,BYTE_RECOVERABLE_RESULT_CARRIER,TRUE,FALSE,S2-DATA-002 exact source execution,JSON 16883 / SHA 04be1073…ae4a0; gzip 5714 / SHA 2acb160c…2bd19,Deterministic gzip+Base64 native-Doc transport,Exact computational result transport,S2-REQ-011-v1.0,PRIMARY RESULT CARRIER / ZERO INDEPENDENCE CREDIT,https://docs.google.com/document/d/1lEDwlVhZOhfQiDx9qrYaB0_dezldUTTYkgKB0vDq3Sw/edit,PUBLISHED / OPENAI ROUNDTRIP PASS / ANTHROPIC VERIFY PENDING
EV-S2-REC010-ROUNDTRIP,2026-07-25T23:39:30Z,"S2-DATA-002 source, dependency, execution, and result carrier",19XjSR0uZXU5f114hlvnnMP4-s0Lba5hQDKPSP5Ug7Vo,S2-REC-010-v1.0,EXECUTION_AND_DRIVE_ROUNDTRIP_RECEIPT,TRUE,FALSE,S2-DATA-001 reconstructed SHA 1ab52d02…0082; S2-DATA-002 source SHA 6448381a…13c4; result carrier,PASS 16/16 checks + 7/7 controls; result SHA 04be1073…ae4a0,Exact source execution and carrier roundtrip,OpenAI same-line reproducibility,REV-CL-AUD245-S2-T,REPRODUCIBILITY RECEIPT / ZERO INDEPENDENCE CREDIT,https://docs.google.com/document/d/19XjSR0uZXU5f114hlvnnMP4-s0Lba5hQDKPSP5Ug7Vo/edit,PASS SAME-LINE / EXTERNAL CONVERSION OPEN
EV-S2-REQ011-CONVERSION,2026-07-25T23:43:58Z,CL-AUD-245 publication-condition conversion,10rtadOcrkxsuNrK47ZvGmgP4djfr0BJKNWegaatsdMM,S2-REQ-011-v1.0,NARROW_RESULT_CARRIER_VERIFICATION_ROUTING,FALSE,TRUE,CL-AUD-245; S2-DATA-002-RESULT; S2-REC-010,V0–V7 / inner SHA 04be1073…ae4a0,No new computation required beyond extraction and parse sanity,Carrier-specific verdict conversion protocol,REV-CL-AUD245-S2-T,OPEN REVIEW SUPPLEMENT / NO ADDITIONAL CREDIT,https://docs.google.com/document/d/10rtadOcrkxsuNrK47ZvGmgP4djfr0BJKNWegaatsdMM/edit,COMPLETE / CL-AUD-261 PASS CONVERSION ISSUED / PUBLICATION CONDITION SATISFIED / NO ADDITIONAL CREDIT
EV-GPFOR192-RAWZIP,2026-07-25T23:50:00Z,GP-FOR-192-v1.0 raw formal source package,1hTeWNKxLcmXEB2i5enAdmzXFknUxwTL6,GP-FOR-192-v1.0_research-formal-core-r2.zip,RAW_PRIMARY_SOURCE_CARRIER,TRUE,FALSE,GP-FOR-189-v1.0; GP-FOR-192 source construction; GP-REC-193,ZIP 10644 / SHA a6440511fc259706457b18227734013966251105d538fdeabe633bb73f168631; 13 Lean declarations,Drive download roundtrip; member hashes in SOURCE_MANIFEST,Lean source recovery and formal companion package,GP-REQ-194-v1.0,BYTE-EXACT RAW ZIP / SOURCE IDENTITY PASS / CI OPEN,https://drive.google.com/file/d/1hTeWNKxLcmXEB2i5enAdmzXFknUxwTL6/view,PUBLISHED / DRIVE ROUNDTRIP PASS / LEAN BUILD NOT RUN / NO PROMOTION
EV-CL-AUD257-P01-G,2026-07-26T00:45:00Z,P0.1 BASE-MASS GP-DATA-204 PREDECESSOR,1glrf_bd26MxdxYWQ-2uV3WaSV-ss0GX2SBoxlt1WtmQ,CL-AUD-257-v1.0,DISTINCT_FAMILY_AMEND_VERDICT_AND_REPAIR_EVIDENCE,TRUE,FALSE,GP-DER/DATA-204; GP-REQ-205; CL-REG-254,Source 14899/SHA 28a3ae0b…e0134; result 3732/SHA 5e32fd2f…40bf; full-matrix eigenvalues certified; Peano defect <=7.486e-90,CL-DATA-255 exact-rational scripts,Anthropic full-matrix spectral and box-geometry audit,REV-CL-AUD257-P01-G,QUALIFYING DISTINCT-FAMILY AMEND / PREDECESSOR PROVENANCE,https://docs.google.com/document/d/1glrf_bd26MxdxYWQ-2uV3WaSV-ss0GX2SBoxlt1WtmQ/edit,AMEND REQUIRED / GP-DATA-212 CONTROLS / NO p_B OR r_GR APPROVAL TRANSFER
EV-CL-AUD260-P01-SYNTH,2026-07-26T00:50:00Z,P0.1 FROZEN SYNTHESIS GP-DATA-123 / GP-DER-118-v1.3,1QMaDJ_suHWBn5BVRnC8-kTLNvyP4S2LBLNY4Cs7i_AA,CL-AUD-260-v1.0,DISTINCT_FAMILY_FROZEN_HASH_PARTIAL_PASS,TRUE,FALSE,GP-DATA-123 BODY 14591/SHA 666f582c…eb28; CL-AUD-231/243,Exact body reproduced; synthesis arithmetic and quotient directions pass; A2/A9 defects identified,Independent transcription and exact algebra checks,Anthropic cross-domain synthesis review,REV-CL-AUD260-P01-SYNTH,QUALIFYING PARTIAL PASS / NEW VERSION REQUIRED,https://docs.google.com/document/d/1QMaDJ_suHWBn5BVRnC8-kTLNvyP4S2LBLNY4Cs7i_AA/edit,PARTIAL PASS / v1.4 REQUIRED / NO P0.1 APPROVAL
EV-S2-REQ008-P01-V14,2026-07-26T02:20:00Z,GP-DER-118-v1.4 VERSIONED SUCCESSOR ROUTE,1VhsprhIwxyhOdJaQsA13p3SdVXTSDcTbRlQfWrVzCYQ,S2-REQ-008-v1.0,CONTROLLING_REPAIR_SPECIFICATION_AND_REVIEW_PREDICATE,FALSE,TRUE,CL-AUD-260; CL-REQ-208; current LM007/event/base-mass/normalizer successors,"R1-R8: selector v1.1 stack, repaired GT5, full common-r min, current quantitative successors, identifier and freeze hygiene",No computational fixture — versioned acceptance ledger,Defect-driven theorem versioning and exact-review routing,DQ-019,OPEN REPAIR REQUEST / ZERO SCIENTIFIC AUTHORITY,https://docs.google.com/document/d/1VhsprhIwxyhOdJaQsA13p3SdVXTSDcTbRlQfWrVzCYQ/edit,OPEN / GP-DER-118-v1.4 NOT YET PUBLISHED / P0.1 NONTERMINAL
EVID-DQ018-DATA003,2026-07-26T02:44:00Z,DQ018-STABLE-KEY-PYTHON-SUPPLEMENT,1LjICYHdUky8A7dSTXMoo_DhY293Jg5lCOF6JE2ROyNY,DQ018-DATA-003-v1.0,"Byte-recoverable source, test battery, and exact sandbox result",TRUE,FALSE,DQ-018; GP-AUD-216; isolated registry 11kjAdxXCB4gY_2IleE9dWbscwkOpmZijpceUhrGnGpo,dq018_guarded_write.py SHA 8514bf732c8ae8262c928654b24dec27d619c745770570c306b6b7e329294e43,dq018_sandbox_result.json SHA aaef4ba29e508eaab05252665e668ce910583980cf69561e250daceee12abdf6,Independent same-family Python adapter model plus real Drive sandbox,DQ018-AUD-001-v1.0,PRIMARY SUPPLEMENT EVIDENCE / ZERO ORGANIZATIONAL-INDEPENDENCE CREDIT,https://docs.google.com/document/d/1LjICYHdUky8A7dSTXMoo_DhY293Jg5lCOF6JE2ROyNY/edit,ACTIVE SUPPORT / THREE OF THREE DRIVE-EXPORT HASHES PASS
EVID-DQ018-AUD001,2026-07-26T02:44:00Z,DQ018-SIX-SCHEMA-SANDBOX-SUPPLEMENT,1kPR2Fsh47eT73WHvyT_dv90hRQxjCNaVlU37LyanU_A,DQ018-AUD-001-v1.0,Same-family hostile-test and sixth-schema qualification supplement,TRUE,FALSE,DQ018-DATA-003; GP-DATA-218; GP-DER-218; GP-REQ-219; GP-AUD-216,test_dq018_guarded_write.py SHA 352128ddd4935264f435371462ee454326d6cd8de5116bddfe74ae821c841b81,20/20 tests; 6/6 spreadsheet postreads; stale ID 2026072503 vs 2026072601,Adversarial unit tests plus isolated Google Sheets key-based mutation,DQ-020 / GP-REQ-219,SUPPLEMENTAL SAME-FAMILY REVIEW EVIDENCE / ZERO INDEPENDENCE CREDIT,https://docs.google.com/document/d/1kPR2Fsh47eT73WHvyT_dv90hRQxjCNaVlU37LyanU_A/edit,ACTIVE / REVIEW MUTATIONS AND SIXTH SCHEMA ADDED / DO NOT INSTALL
EV-LCR-AUD074-V14,2026-07-26T02:38:00Z,GP-DER-118-v1.4 / GP-DATA-220,1W3G7tH1Xo_COW84TJpnhwQe0S9z56PLDG452RmPa2pU,LCR-AUD-074-v1.0,PACKAGE_INTEGRITY_AND_VERSION_ADJUDICATION,TRUE,FALSE,GP-DER-118-v1.4; GP-DATA-220; S2-REQ-008; CL-REQ-208,v1.4 BODY 18522 / SHA 701dffe260e165c69f52f1fe45257efb39fb6e78bb53eedd4a23f35f1fc8fe2e,Fresh Drive export and paragraph-level exact reconstruction,Same-family theorem package audit,LCR-CLAIM-DQ019-20260726-01,SOURCE HASH PASS / AMEND REQUIRED / ZERO INDEPENDENCE,https://docs.google.com/document/d/1W3G7tH1Xo_COW84TJpnhwQe0S9z56PLDG452RmPa2pU/edit,v1.4 historical; v1.5 required; no promotion
EV-GPDER118-V15,2026-07-26T02:50:00Z,Historical concurrent v1.5-A theorem branch,1KwbP4cjy_kgm5av89QgdQ6qeMYH8L1laSicbKo1kmGY,GP-DER-118-v1.5-A,SUPERSEDED_SAME_LINE_BRANCH_PROVENANCE,TRUE,FALSE,GP-DER-118-v1.4; LCR-AUD-074; merged into GP-DER-118-v1.6,BODY 24930 / SHA 9f056449…ef32e7,Native Drive source and exact markers,Historical Gaussian/Palm and dynamical synthesis branch,GP-REQ-229-v1.0,REPRODUCIBLE PROVENANCE / ZERO INDEPENDENCE,https://docs.google.com/document/d/1KwbP4cjy_kgm5av89QgdQ6qeMYH8L1laSicbKo1kmGY/edit,SUPERSEDED BY v1.6 / no current review or promotion
EV-GPDATA222-FREEZE,2026-07-26T02:52:00Z,Historical GP-DER-118-v1.5-A frozen body,1jS6SP3dEjaQJ7Ig6e0YHc1jtgubGBsDC81sAAQVZvKE,GP-DATA-222-v1.0,SUPERSEDED_FROZEN_CONTENT_ADDRESS,TRUE,FALSE,GP-DER-118-v1.5-A; merged into GP-DATA-228,BODY 24930 / SHA 9f056449…ef32e7,Native source/carrier roundtrip,Historical content-addressed theorem carrier,GP-REQ-229-v1.0,ROUNDTRIP PASS / SUPERSEDED PROVENANCE,https://docs.google.com/document/d/1jS6SP3dEjaQJ7Ig6e0YHc1jtgubGBsDC81sAAQVZvKE/edit,No verdict transfer; GP-DATA-228 current
EV-GPREC224-ROUNDTRIP,2026-07-26T02:53:00Z,Historical v1.5-A source/carrier identity,1ltNYbydHNNrlklcilp3WhaeGRSX3YCUGwP_flw73-yo,GP-REC-224-v1.0,HISTORICAL_BRANCH_ROUNDTRIP_RECEIPT,TRUE,FALSE,GP-DER-118-v1.5-A; GP-DATA-222,BODY 24930 / SHA 9f056449…ef32e7; equality PASS,Independent extraction for historical branch,Reproducibility provenance,GP-REC-230-v1.0,FACTUAL HISTORICAL RECEIPT / ZERO INDEPENDENCE,https://docs.google.com/document/d/1ltNYbydHNNrlklcilp3WhaeGRSX3YCUGwP_flw73-yo/edit,Valid for v1.5-A only; v1.6 current
