Title,Original path,Original link,First reading copy,File type,Context,Source SHA-256,Access status,Bytes,Drive ID,Reading copy count
PILOT-001 — Autonomous Review of LS-DER-023 Probability Block and Enlarged-Domain Stability,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/03_INTEGRATION/AUTONOMOUS_RESEARCH_FRONT/PILOT-001 — Autonomous Review of LS-DER-023 Probability Block and Enlarged-Domain Stability,https://docs.google.com/document/d/1zgQYYreex0TKQYpLgRf9uZZ-rHN1Edm-2rmjVtmqwlI/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,3888,1zgQYYreex0TKQYpLgRf9uZZ-rHN1Edm-2rmjVtmqwlI,0
FS2_CONTROL_REGISTRY — Mathematical Autonomy,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/05_MASTER_SETUP/MATHEMATICAL_AUTONOMY_LAYER/FS2_CONTROL_REGISTRY — Mathematical Autonomy,https://docs.google.com/spreadsheets/d/1YQK_mgmuckep6gjC_0YE5Orqezd2PZdjINh7xxScc_U/edit?usp=drivesdk,,application/vnd.google-apps.spreadsheet,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,17863,1YQK_mgmuckep6gjC_0YE5Orqezd2PZdjINh7xxScc_U,0
SA-002 — Autonomous P0.1 Exact-Transfer Research Front,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/05_MASTER_SETUP/MATHEMATICAL_AUTONOMY_LAYER/SA-002 — Autonomous P0.1 Exact-Transfer Research Front,https://docs.google.com/document/d/1d2uCisx-TVHDQ6BrGUuLz59bytZH2yBYESLRrYK32bw/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,5383,1d2uCisx-TVHDQ6BrGUuLz59bytZH2yBYESLRrYK32bw,0
FS2-REC-002 — VUL-011 and VUL-012 Integrity-Gate Update,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/05_MASTER_SETUP/MATHEMATICAL_AUTONOMY_LAYER/FS2-REC-002 — VUL-011 and VUL-012 Integrity-Gate Update,https://docs.google.com/document/d/14kPiprunujSGrERf_m4ylHc6Ow5PwuHhzuZqR1zXbdw/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,2633,14kPiprunujSGrERf_m4ylHc6Ow5PwuHhzuZqR1zXbdw,0
math_integrity_gate_v1.1_smoke_result.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/05_MASTER_SETUP/MATHEMATICAL_AUTONOMY_LAYER/math_integrity_gate_v1.1_smoke_result.json,https://drive.google.com/file/d/1vuh9IIqqVz1bH3C5Q-nrvp6sqHISZxle/view?usp=drivesdk,https://docs.google.com/document/d/1PeY1ylU93tU7f-SdxxQsYzyYU1x9x1NTomNc0UDJC7o/edit?usp=drivesdk,application/json,RESEARCH_SOURCE_CHECK_STATUS,2ab38fee9a91c5d73dbdbadfada0cde599db5a628ee7c7244d759339412d0e3f,TEXT_READING_COPY,1249,1vuh9IIqqVz1bH3C5Q-nrvp6sqHISZxle,1
math_integrity_gate.py,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/05_MASTER_SETUP/MATHEMATICAL_AUTONOMY_LAYER/math_integrity_gate.py,https://drive.google.com/file/d/1VhXPpTwdrAvEwgZQ7MUGGC5Ps42bTLJG/view?usp=drivesdk,https://docs.google.com/document/d/1QiNh9LUmVWgL_5qXDASuhLxNZJzYR-s21saIhItzA6M/edit?usp=drivesdk,text/x-python,RESEARCH_SOURCE_CHECK_STATUS,69626116de56f48b0cef5d4d00a0e11395b6ac5dd36db07b0ee7b41cc395cd2c,TEXT_READING_COPY,10251,1VhXPpTwdrAvEwgZQ7MUGGC5Ps42bTLJG,1
math_integrity_gate.py,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/05_MASTER_SETUP/MATHEMATICAL_AUTONOMY_LAYER/math_integrity_gate.py,https://docs.google.com/document/d/1m44KiNwkFZwcVcjEIjJ6pyaz55qGyc4thE5yrQ7iuNY/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,6484,1m44KiNwkFZwcVcjEIjJ6pyaz55qGyc4thE5yrQ7iuNY,0
FS2-GOV-002 — Active Mathematical Autonomy Layer v1.0,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/05_MASTER_SETUP/MATHEMATICAL_AUTONOMY_LAYER/FS2-GOV-002 — Active Mathematical Autonomy Layer v1.0,https://docs.google.com/document/d/1u_gV24VokS0aO-ByEf6BTCddhaKs2kmefV9peInsbjA/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,6779,1u_gV24VokS0aO-ByEf6BTCddhaKs2kmefV9peInsbjA,0
FS2-REC-001 — Mathematical Integrity Gate Smoke Test,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/05_MASTER_SETUP/MATHEMATICAL_AUTONOMY_LAYER/FS2-REC-001 — Mathematical Integrity Gate Smoke Test,https://docs.google.com/document/d/1Izb3N7G9Jg1yadxdNJG47cE3L5Nf-2LStlMKrXWG9oU/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,2529,1Izb3N7G9Jg1yadxdNJG47cE3L5Nf-2LStlMKrXWG9oU,0
SA-001 — Finite-Dimensional Typed-Palm Qualitative Positivity,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/05_MASTER_SETUP/MATHEMATICAL_AUTONOMY_LAYER/SA-001 — Finite-Dimensional Typed-Palm Qualitative Positivity,https://docs.google.com/document/d/1tcOoEUypHjDPFSAEP0xhWaQnz6FF-NEHrrffqU0ssVQ/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,5144,1tcOoEUypHjDPFSAEP0xhWaQnz6FF-NEHrrffqU0ssVQ,0
CURRENT_STATUS.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-008_v2.0 — Palm-Tail Transfer/CURRENT_STATUS.json,https://docs.google.com/document/d/1qQYiRPiq3tvUy-4WEv-kl2URnCXCtXrpfl2YRF2pcIc/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1476,1qQYiRPiq3tvUy-4WEv-kl2URnCXCtXrpfl2YRF2pcIc,0
hostile_tests.py,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-008_v2.0 — Palm-Tail Transfer/hostile_tests.py,https://docs.google.com/document/d/1WXY7TgwBbVBJ_jgeB_REHaThVsqqb_0MS2ksPd_zdkM/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1WXY7TgwBbVBJ_jgeB_REHaThVsqqb_0MS2ksPd_zdkM,0
independent_review.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-008_v2.0 — Palm-Tail Transfer/independent_review.json,https://docs.google.com/document/d/1sbm4z64ro7mHyMtswaBz-IO7BLmrxj6xAjPBdMDYDD4/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1sbm4z64ro7mHyMtswaBz-IO7BLmrxj6xAjPBdMDYDD4,0
statement.md,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-008_v2.0 — Palm-Tail Transfer/statement.md,https://docs.google.com/document/d/1Vai1ozGZyQbk3bPDcGFERIcHeLKjx_fO1X9PtyWQYAs/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1Vai1ozGZyQbk3bPDcGFERIcHeLKjx_fO1X9PtyWQYAs,0
proof.md,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-008_v2.0 — Palm-Tail Transfer/proof.md,https://docs.google.com/document/d/1PyhOoGCQrNXl921y4ZwYBotDiXK1HSUDkDJFf1INvLk/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,8844,1PyhOoGCQrNXl921y4ZwYBotDiXK1HSUDkDJFf1INvLk,0
review_packet.pdf,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-008_v2.0 — Palm-Tail Transfer/review_packet.pdf,https://drive.google.com/file/d/1vwq-ZJWSCB8PWJeIjzXCLRIlFUhyjG7r/view?usp=drivesdk,https://docs.google.com/document/d/10Tmsk8QF39H_aV-k_Ot99H8SEUMgo84qqTiTx_bs6lk/edit?usp=drivesdk,application/pdf,RESEARCH_SOURCE_CHECK_STATUS,870d25b93a9bfddc23302d510c604229725ac50bc9417f59da79d908688b8a5f,TEXT_READING_COPY,242400,1vwq-ZJWSCB8PWJeIjzXCLRIlFUhyjG7r,1
CURRENT_STATUS.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-007_v2.0 — Conditioned Fifth-Derivative Tail/CURRENT_STATUS.json,https://docs.google.com/document/d/17veWLCc1zZRfxG8wVLm9YzWbevHxllaL_EEBkgkgO_c/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1476,17veWLCc1zZRfxG8wVLm9YzWbevHxllaL_EEBkgkgO_c,0
hostile_tests.py,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-007_v2.0 — Conditioned Fifth-Derivative Tail/hostile_tests.py,https://docs.google.com/document/d/1eZw9UZWL7hcTQJwJwIKVYtAorhtL8pyIdZXBW7mzh98/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1eZw9UZWL7hcTQJwJwIKVYtAorhtL8pyIdZXBW7mzh98,0
independent_review.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-007_v2.0 — Conditioned Fifth-Derivative Tail/independent_review.json,https://docs.google.com/document/d/1EGjAK3pAtF1CzPUrCW11jXhF4IP2T_Md6C886T13vhQ/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1EGjAK3pAtF1CzPUrCW11jXhF4IP2T_Md6C886T13vhQ,0
statement.md,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-007_v2.0 — Conditioned Fifth-Derivative Tail/statement.md,https://docs.google.com/document/d/1iErmv6K4OovGko_4_aKFx5JVp2oNjxZe8WXcP7noo3k/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1iErmv6K4OovGko_4_aKFx5JVp2oNjxZe8WXcP7noo3k,0
proof.md,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-007_v2.0 — Conditioned Fifth-Derivative Tail/proof.md,https://docs.google.com/document/d/1j_f3g-X5orMkFPwhOmWxWBJUKeJLB29DR44iu7lpH5g/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,9272,1j_f3g-X5orMkFPwhOmWxWBJUKeJLB29DR44iu7lpH5g,0
review_packet.pdf,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-007_v2.0 — Conditioned Fifth-Derivative Tail/review_packet.pdf,https://drive.google.com/file/d/1fJQu2UovVVpzKg91sYidGH490HOif6Rm/view?usp=drivesdk,https://docs.google.com/document/d/1xhZtph0TWUX932H7vtU6xfqS7Brco5ZBbg5Mg7lYtNY/edit?usp=drivesdk,application/pdf,RESEARCH_SOURCE_CHECK_STATUS,4ff1f4342acda7f3b920ca220ff78bf8a5d1bae4d6d5630cfe183e0a0be21160,TEXT_READING_COPY,244695,1fJQu2UovVVpzKg91sYidGH490HOif6Rm,1
CURRENT_STATUS.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-005_v2.0 — Uniform Nine-Jet Gaussian Interface/CURRENT_STATUS.json,https://docs.google.com/document/d/19TQ5ynP0TZ5_F30d7TrLB4vo_bk4AOCbkDx683N5ZnQ/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1476,19TQ5ynP0TZ5_F30d7TrLB4vo_bk4AOCbkDx683N5ZnQ,0
hostile_tests.py,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-005_v2.0 — Uniform Nine-Jet Gaussian Interface/hostile_tests.py,https://docs.google.com/document/d/1mIso7TND0NeS3iwZFA5AqaojFxCT_0-w8JYWhI8brdI/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1mIso7TND0NeS3iwZFA5AqaojFxCT_0-w8JYWhI8brdI,0
independent_review.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-005_v2.0 — Uniform Nine-Jet Gaussian Interface/independent_review.json,https://docs.google.com/document/d/1LcMVKIBcg0RzZf60lcXaYLB8x0HcVqifI4TqV9Wn2nQ/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1LcMVKIBcg0RzZf60lcXaYLB8x0HcVqifI4TqV9Wn2nQ,0
statement.md,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-005_v2.0 — Uniform Nine-Jet Gaussian Interface/statement.md,https://docs.google.com/document/d/17JJHIJBzoaKkZTWmoobkHHjnTMzAaku2QWKpMJXZ0ms/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,17JJHIJBzoaKkZTWmoobkHHjnTMzAaku2QWKpMJXZ0ms,0
proof.md,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-005_v2.0 — Uniform Nine-Jet Gaussian Interface/proof.md,https://docs.google.com/document/d/1G2Lf399s1QeEozOTD56EiMeCtuxd0IDMnCor0QdwRWU/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,10396,1G2Lf399s1QeEozOTD56EiMeCtuxd0IDMnCor0QdwRWU,0
review_packet.pdf,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-005_v2.0 — Uniform Nine-Jet Gaussian Interface/review_packet.pdf,https://drive.google.com/file/d/1Ri96GXBNB-gUaasdlR_8vOv5ofyts7Lt/view?usp=drivesdk,https://docs.google.com/document/d/1bivh5BWHk_wvOd8IEGyQzAq2XtTiLai1D-r5viqnCtw/edit?usp=drivesdk,application/pdf,RESEARCH_SOURCE_CHECK_STATUS,b0f79c013f6ac82173afbd3a51537e5efa31bdae2bee2ed5145db3c2755bf6fe,TEXT_READING_COPY,258388,1Ri96GXBNB-gUaasdlR_8vOv5ofyts7Lt,1
CURRENT_STATUS.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-002_v2.0 — Determinant-Weight Second Moment/CURRENT_STATUS.json,https://docs.google.com/document/d/1c9jeDMXvULyX2qCh6bC9TWDjxM5FtIPJOL6k7hvkHyc/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1476,1c9jeDMXvULyX2qCh6bC9TWDjxM5FtIPJOL6k7hvkHyc,0
hostile_tests.py,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-002_v2.0 — Determinant-Weight Second Moment/hostile_tests.py,https://docs.google.com/document/d/1UF_bPsGdIeoKdqZBzgUTjRo5VQViVpZjLfJpZuJkh94/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1UF_bPsGdIeoKdqZBzgUTjRo5VQViVpZjLfJpZuJkh94,0
independent_review.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-002_v2.0 — Determinant-Weight Second Moment/independent_review.json,https://docs.google.com/document/d/1JaNPnyxAHXJNy45e4Wvrgx2ltYJB4saCZTnWQv-cOaQ/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1JaNPnyxAHXJNy45e4Wvrgx2ltYJB4saCZTnWQv-cOaQ,0
statement.md,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-002_v2.0 — Determinant-Weight Second Moment/statement.md,https://docs.google.com/document/d/1egM9iQi9ZA5UtIFCY5Cx77izG9WSLEQca90eo60EJyE/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1egM9iQi9ZA5UtIFCY5Cx77izG9WSLEQca90eo60EJyE,0
proof.md,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-002_v2.0 — Determinant-Weight Second Moment/proof.md,https://docs.google.com/document/d/1O5MQAT00IZyXthhELaFZV3gkc0nz0_VXC8YCGZlOM3U/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,7776,1O5MQAT00IZyXthhELaFZV3gkc0nz0_VXC8YCGZlOM3U,0
review_packet.pdf,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-002_v2.0 — Determinant-Weight Second Moment/review_packet.pdf,https://drive.google.com/file/d/1DrUQW5izlLOk6mmnMVpouIqQaoBJbk7x/view?usp=drivesdk,https://docs.google.com/document/d/1L8hdhOubZniCx65iIdu_31zNiRn9lcoGUI2i0gMA3cg/edit?usp=drivesdk,application/pdf,RESEARCH_SOURCE_CHECK_STATUS,b88cd99f35c03dec223856013b0c31c9fc04991206f78782eb087522be8fb055,TEXT_READING_COPY,235353,1DrUQW5izlLOk6mmnMVpouIqQaoBJbk7x,1
CURRENT_STATUS.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-001_v2.0 — Deterministic Capture Majorant/CURRENT_STATUS.json,https://docs.google.com/document/d/1TQaz6WIUXVsdxhJxTa3emagG_ens5YeidIfOuD_qI6Y/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1476,1TQaz6WIUXVsdxhJxTa3emagG_ens5YeidIfOuD_qI6Y,0
hostile_tests.py,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-001_v2.0 — Deterministic Capture Majorant/hostile_tests.py,https://docs.google.com/document/d/1XHyBSqLqid8xiMkUqCoaQv-8FxNlq6Xc4aXnoWcp1ho/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1XHyBSqLqid8xiMkUqCoaQv-8FxNlq6Xc4aXnoWcp1ho,0
independent_review.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-001_v2.0 — Deterministic Capture Majorant/independent_review.json,https://docs.google.com/document/d/1iEv2eMApYfugkePc2kIGlLalXqaAfN5fQwou6CyDFp8/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1iEv2eMApYfugkePc2kIGlLalXqaAfN5fQwou6CyDFp8,0
statement.md,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-001_v2.0 — Deterministic Capture Majorant/statement.md,https://docs.google.com/document/d/1ygkwpfLqj3GpyJ6dXT22LAW8ClvKdo7s24xv2Up8uQc/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1ygkwpfLqj3GpyJ6dXT22LAW8ClvKdo7s24xv2Up8uQc,0
proof.md,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-001_v2.0 — Deterministic Capture Majorant/proof.md,https://docs.google.com/document/d/1QMTyDD4iIQCv0CfmCgYrEP6Y07y2r5cUCPTB7LFORhQ/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,11761,1QMTyDD4iIQCv0CfmCgYrEP6Y07y2r5cUCPTB7LFORhQ,0
review_packet.pdf,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_P02-LM-001_v2.0 — Deterministic Capture Majorant/review_packet.pdf,https://drive.google.com/file/d/15KwMQaFVp3_e2QL37LKcXGyNQQE0dkiu/view?usp=drivesdk,https://docs.google.com/document/d/1BGMOqa3ieJ8sb1xivYrjh7MYbfYUMCmpoHnicr8x4KM/edit?usp=drivesdk,application/pdf,RESEARCH_SOURCE_CHECK_STATUS,d75f6c86013bcd903f6587b0a071dcbd13538bf1d8802e3773a1f0542bb1d461,TEXT_READING_COPY,282683,15KwMQaFVp3_e2QL37LKcXGyNQQE0dkiu,1
CURRENT_STATUS.json,01_ACTIVE_RESEARCH_PACKAGES/01_RESEARCH_PLATFORM_AND_VERIFICATION_ARCHITECTURE/02_FORMAL_AND_LEAN_RESEARCH_SYSTEM/02_CORE_LEMMAS/LEMMA_EC-021_v2.0 — Uniform Positive Finite-Q4 Palm Mass/CURRENT_STATUS.json,https://docs.google.com/document/d/1EOZAZ8yFq-xmAaakYrMy_fiU8MNdwxvpBJDhR7bEpww/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1476,1EOZAZ8yFq-xmAaakYrMy_fiU8MNdwxvpBJDhR7bEpww,0
