Type,Source or block,Original link,Readable copies,Details,SHA-256
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,06_EC-011_Adjoint-Orbit_Conservation_and_Section_Normalization.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1xHIc2n4OD-1Q_o8bgPBzz7qMK4gvTw27-Jcf8cAaYv8/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,e5c5afeb545d3ceb46c3f32be0f2cf09e137e518d0bee49a610a8996b28ba018
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,07_EC-012_Closed_Strip-Threshold_Majorant.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1Ig6fH8Yh7cE2mc8ZhBcVR0VevhoQIc4R4QdyFui4-4c/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,33f5ae0dcd6c742e8d4b37eddd9e6063e421425b5b411d0a88351c4eacd7282d
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,08_EC-013_Conditional_Elder-Rule_Defect_Dichotomy.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1mBmjtnFcV5NRmfLB2U1lpDTAFK5UuWt5Z9M-3_8lN7g/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,cfc112683e45890e5048a98916a8773da07a2db12c672a6ca7125fba02eb803e
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,09_EC-014_Corrected_Six-Pin_Pair-Frame_Jacobian_and_Contact_Power.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1zecbtMB6jgR6X5r1mjy7FAMxbyvKAM4-b_P2RZgR6M8/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,6bd3f19b60474294f78ae4aefc63314f1fae6f639cf737d031cb745e91bb078e
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,10_EC-015_Repaired_Witness-Parameterized_Degree-Four_PRCP_Event.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1paF_1DCrSbub13zhI5kX_K3oqKg6pcmUUh2RBEMso3k/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,230f2891663edad58b71802427eb7693bbd48382dc7c10bd3d617f66ec761daa
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,11_EC-016_Retirement_of_Imported_a_r_and_Continuum_Jet-Box_Certification_Claims.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1wz0gua1OBfsQRlqIN_Lmvy2YNb_dcZaUfe5BPgaKHfY/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,f736602d0c3ac60305f83771e7476da781ff3ff628cea0ede347a260865542f2
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,12_EC-017_Positive_Fixed-r_Typed_Finite-Q4_Palm_Mass.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1WM452443QWaeZB8XGKUWqd30ka0-6RVRhWJYjLsG4zM/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,09706563553166112889f474f8920ecc3642987675de607c5e1ff948c376d0a4
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,13_EC-018_Full-Dimensional_Interval-Certified_Degree-Four_Route-B_Box.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1BwP9qHJJOyvTNhy-0jYYg3hsnIiKQPxFdwbRTqrEtO8/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,e81872e0aa150d117d3a07ff82ac660e5f932693bdd3c3f9be227045e2b90c6d
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,14_EC-020_Uniform-r_Fixed-q_Full-Dimensional_Degree-Four_Corridor.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1p7ODg9BVPyLxvA0RHkmbp4R6MZDJCyW6vgulWSY-66o/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,31ce5945828bfe3495a90e11d0483191d0f1b5d6cebf316215ff479b9dce377e
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,15_EC-021_Uniform_Positive_Typed_Finite-Q4_Palm_Mass_of_the_Fixed-q_Corridor.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1Du3GDd8GxG-_szMD5K9xtHGuzogpFqOpQ3WK0dQKdB0/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,d1a408dad50730ac9d665208f44048e11104959350ddadca7dad4c576e57ef52
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,16_P02-LM-001_Conditional_Degree-Four_Deterministic_Capture_Majorant.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1sqpRXvwZZFZ5Tnk-jurj1G9RriYGpg8y1KL9B67wyaw/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,1fd79fe6e60a7831ab61d6d3e38c47856a60de34cdc72f364ef0760700e0cced
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,17_P02-LM-002_Exact_Determinant-Weight_r_4_Second-Moment_Interface.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1FGHiqI5BpOmYtEJ1EbuN6xbeE1aJ8lZKAFOPUKCLDPE/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,aa5a92549df670a7eb6652e0e78e9c0c0ffeeda6fd6dbd4fcff6db4fc2b11002
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,18_P02-LM-005_Uniform_Exact_Nine-Jet_Gaussian_Density_and_Moment_Interface.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/14ABVhwq0h8LetOj19gbzvBSzGd3RwTjXDMWJw0Yghu4/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,c0faa75e74a0738e8280befd662f88f1fd3a3389865555eb216ea70bd514cf92
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,19_P02-LM-007_Uniform_Conditioned_Fifth-Derivative_Supremum_Tail.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1mA-X6-zeUL9xbupjHcPB8QE-YEkN0U50Z_Ezt7sxqo8/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,51f760d45e2702ef92e8822141baec5de6e1b0c4f3906637b1f0d9bd383a534d
DOCX_LAYOUT_AND_EQUATIONS_REQUIRE_SOURCE,20_P02-LM-008_Exact_Determinant-Weighted_Palm-Tail_Transfer.docx,https://drive.google.com/file/d/1ky4ptuMzyMbYhtzPzunh9plQvF8anlzT/view?usp=drivesdk,https://docs.google.com/document/d/1thvWeAlOuoqFlTIU1-d59RELWH1hv4Rh-KVfQ70KW-w/edit?usp=drivesdk,Body text verified through native structure or text export. Original DOCX governs layout.,98c5f2f2d92210df6192424d60f6957b31600a77ec81dad328846c6df16cfc0a
