artifact,kind,bytes,sha256,drive_id,parent_or_surface,status,notes
CANONICAL_STATE.json,raw_k3,4729,c6b4a0ca59bb1d1dedc5bb8e28b738a9a5ba9fe121832f40fee711073898e407,1TbXFbq8gYkbLhOKk6_m0Ous_okufKlQ4,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
CORPUS_GAP_REQUESTS.txt,raw_k3,1646,6ab5218e8a0528cfe838deada1d4d8bf287229c3e452c6eee40b544e619d89ef,1_UsuzOc9V-JHn9E8CA6640H3FNnEu2sJ,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
DECISION_LEDGER.md,raw_k3,12232,4d36fb528c498970f882dbd28761f491b29b50aa3015d630155a816db06bd489,1NgDHWhZAE2stWTTwwZvBCfOdPo6hK74I,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
FAILED_APPROACHES.md,raw_k3,4887,8fa175b6f529cc3344ea1c1886208326368304951118064c6639a04a59169cb5,1K9Oh8nkOt7EhDOTv4-sFYuq3m-xRylYQ,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
FILE_LEDGER.tsv,raw_k3,72668,34416efde5fd2b0342460f10c22307b5b20d5d2c7760af3485df9527aca0a9c3,1ORQBsSF8BZlXWFTHA841AfzOMSYlDxOk,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
INPUT_MANIFEST.sha256,raw_k3,65718,981893e3cdb76d2705cc633d768e424e223bd517a3c2bb3f1d05eb7e48bd48d2,15nCdnZ2ZdbcsM3xab_CzRZ9cCJkFIQc4,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
K3-AUD-001_residue_audit.md,raw_k3,5544,0fb026bd5923ab06d90b63017c212fb722b417288d80638185b8378d7e658652,1u_p2dueQsNYQuhFxQNuXIY7tTQpwF7AZ,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
LEAD_SYMBOLIC_WP.md,raw_k3,5623,5275994cffed6f54fd758c0b116dcc9a2ecfd8db8dcc9ecd2a2daa0ff38a8cce,1RYEVN993i7xJGKypAgjQtbyEoDa_OaBM,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
LEAD_SYMBOLIC_WP_CORRECTION_ADDENDUM.md,raw_k3,2957,45ffe1e260a55bfb3dff032b158de8205956ccf58643b02b62d4331fe4d957c9,10pVccRyKKjcnr-PUY5Dc43Ee3d8VjM-t,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
MANIFEST.sha256,raw_k3,27736,a7619d9180126c741b5b836ad4326de3188fb9b91d2ca217b0b67199770680de,1LxPp-JZ8lGaO_mA4-4yzerJ3lYoWhRwT,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
MISSING_INPUTS.md,raw_k3,420,fe3bdbc3ba6ae9290f0035d7035b8c05fbb6d119cbbe954e030ba97f270133b2,11KVFJWoW5609LK0Ubefx99z4moMpjkjG,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
OPEN_OBLIGATIONS.md,raw_k3,4132,bb5f578b67b63d4a5a2ec1f17f240b4c239f29a5dac27aebe01db107c0b725f6,1EcSSd1Yyd_5sil44YcnJtkNuhZavpb_Q,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
REPRODUCTION.md,raw_k3,3194,1e4bed6f0a7011878b862a3d499f80029f834cd1b2cfa1f8c156ea7741c4f51e,10llhBAx9ClSp1yRDfx6_j2adsKmquMEk,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
SUCCESSOR_SHELL_NONCONTROLLING.md,raw_k3,5994,996b7fb8530c834172a262a1355c17313394cdf4a39e15d3376596c89e55864c,1bZcEesjY3dRvByWPflN7ry7Sccm_Vd9C,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
TASK_DAG.md,raw_k3,744,c927f65d2b36e4fb2f7bb2d40c11618968ec3f5a1640a8a1a58bc06a250907e1,1QySy1a3OPsWLZNQDZ32pu0eUbhOJ-vIS,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
WP_DISPOSITION.md,raw_k3,8638,08394745a03776d2937f60f65a5aa6031cabc2437be3d63469fc78c05d95b0f7,1Ea0ygkmGSpTDybVq7nw4Z14oYf0WKbRb,1ht_GjRajgspeTeWSLQyAJUbwwR5tnbwz,PARTIAL / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W2_symbolic/W2_ADDENDUM.md,raw_k3,1075,3e7a4b30bedc26120884b1339c84e0f4c5aaa042fe2a22b7d9e3ea7e0e6955fe,19x0tsnCf4ayniPTsYAYKd_wyf5EBxtTr,176vAKbP-XX9WcJTXGuLwPNCwfyEiupVL,FROZEN SYMBOLIC / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W2_symbolic/W2_DERIVATION.md,raw_k3,34203,22df83a64fb6755cc4e9d19e6efc3346f31acf141f199e476e7852f501ec5a4e,1o06oNSGXHUCkH8-aKYr2WPr4VYg4mHmp,176vAKbP-XX9WcJTXGuLwPNCwfyEiupVL,FROZEN SYMBOLIC / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W2_symbolic/W2_FREEZE.json,raw_k3,417,b64e99610d6ddf28799b8af576b5adff2bb933b67bd7f762766e20451e993d3b,17AfJ7w1lzUZU4yLkiHRkuX7nfSwheF7M,176vAKbP-XX9WcJTXGuLwPNCwfyEiupVL,FROZEN SYMBOLIC / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W2_symbolic/W2_sanity.py,raw_k3,26110,ede20064b4f6242346ac02c0a4ac09b6c7b98f073c2f4e16ce6e5fadc9ff4b45,16BotNkwP4KSwMw4DL1sSVp-WxkXaZOZB,176vAKbP-XX9WcJTXGuLwPNCwfyEiupVL,FROZEN SYMBOLIC / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W2_symbolic/run1.log,raw_k3,7878,2570958be883cd893dc790259c4d0e4aea69a10b282b849515c8613de207e693,1sVxM9WVs2vOCwJ0sPMGz96eSyO1oylr6,176vAKbP-XX9WcJTXGuLwPNCwfyEiupVL,FROZEN SYMBOLIC / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/W3_REPORT.md,raw_k3,4621,5fdc9a8c6d569760374dcf9662eb8984f77d0d63032f0635bdd2fa09b9375667,1pCtM28hpAulCcDgIdTnj7JJC4egNvo6r,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/land40.txt,raw_k3,969,d0a4bbb56cc09b12578b1d66e8de36a936a9b9ba516550f65ebfc59cf076816c,1wmslznCkEDsahKiyAymVWVXiHnpzN4La,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/lbox_A.txt,raw_k3,2612,43eaa00fdca440fbcea5d074bd2d7ecf7948660308c5db577958a794e8c0a0f4,1PCNxOI8cNKxPDfKmy8j0AnopNvaC4tI5,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/lbox_B.txt,raw_k3,3917,4ae538f5044e71d07e05407b03b1f81ca50a788f0d810002e9398070a8946836,1s8H8s-foXOUTtdhXsrkzMKHfAVbAbVms,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/lbox_one.txt,raw_k3,602,23bff6445de34f7d5516898a160b2bd25ae4a0c98faecf6cc43ff7b556f729b5,1wvkmGvVaWz7ISs5nyVjUwf_AcH-uRQBX,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/lbox_test.txt,raw_k3,3177,12b61fc245fb637daada6ada10903bc00f1e35acbd17a73ac5e0d56a7230e1a7,1krwscsYMJTvyhW1J3iNKbHeA9pDQouWA,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/pscan.txt,raw_k3,75713,94012def2e34432e00b141ed64b2b6ff5b35b6b0dea3dc9d86bfc438cadb8fc0,1xD5uKNcftyY8d1rE8uwf2J_ErjS5Y1C1,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/receipts/harness_O.exit,raw_k3,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,1tmM0aJ6_WOWbntYF2NN6iMHjA2U4c-pC,1pIQzbAHmO8Z2sPJ3H_aeJPkrylXWJ1JD,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/receipts/harness_O.out,raw_k3,289,dfc7ee41b93b366a334a1958574a40a5ed685e089f33ad3dad0db2ee29bc38f9,1yjO3uOjrmnziRW8NcZq4pL4gtWi7plCV,1pIQzbAHmO8Z2sPJ3H_aeJPkrylXWJ1JD,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/receipts/harness_O.out.sha256,raw_k3,65,38acb15d02d5ac0f2a2789602e9df950c380d2799b4bdb59394e4eeabdd3a662,1ziXc8N4BqZKiP8Ekwpg5qd1c523buPnG,1pIQzbAHmO8Z2sPJ3H_aeJPkrylXWJ1JD,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/receipts/harness_mut_sqrt.err,raw_k3,79,f594dcf6a47f8da6fb259a691ba4b695098da479836b1e88047e8258e913da96,1cewP36AqOYhd2IMTPJrv2-lb0703I8Jx,1pIQzbAHmO8Z2sPJ3H_aeJPkrylXWJ1JD,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/receipts/harness_mut_sqrt.exit,raw_k3,2,4355a46b19d348dc2f57c046f8ef63d4538ebb936000f3c9ee954a27460dd865,1bp2ayz50Yn6seo3pvmDwcBpU9aSZ9OEJ,1pIQzbAHmO8Z2sPJ3H_aeJPkrylXWJ1JD,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/receipts/harness_mut_sqrt.out,raw_k3,185,4117771a06cea0deb8b7209e28ab5a5aa98efda76980b412e0809c4191152e63,1ELMTvpbqcH0Ab4kS7UG6ZulFj4o0gMb-,1pIQzbAHmO8Z2sPJ3H_aeJPkrylXWJ1JD,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/receipts/harness_mut_sqrt.out.sha256,raw_k3,65,c7106f8bce54d853298116a145930fb2df362d8d8f29d3aeaa3b47d858febddf,17M7I9ljTkzKJyqllyoto6WY5x4_3RwYT,1pIQzbAHmO8Z2sPJ3H_aeJPkrylXWJ1JD,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/receipts/harness_normal.exit,raw_k3,2,9a271f2a916b0b6ee6cecb2426f0b3206ef074578be55d9bc94f6f3fe3ab86aa,1uXbXE4wjtvwaJSzsdmGMbLDKIZs4OblG,1pIQzbAHmO8Z2sPJ3H_aeJPkrylXWJ1JD,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/receipts/harness_normal.out,raw_k3,289,dfc7ee41b93b366a334a1958574a40a5ed685e089f33ad3dad0db2ee29bc38f9,1HZ07yJdTAlRyhXY8mJWQnE3RPEFjwspN,1pIQzbAHmO8Z2sPJ3H_aeJPkrylXWJ1JD,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/receipts/harness_normal.out.sha256,raw_k3,65,647b51e0108cf698236f9f8e6d16f75de11e26e73a4d343f2ef33a9f53f6d6b2,1zcLRH4RUplX2m56FUAUTyBxE2llHApEl,1pIQzbAHmO8Z2sPJ3H_aeJPkrylXWJ1JD,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/rho_probe.txt,raw_k3,40,366a75096d066b65cadc675f0cbed645a8ae3b9c1a2065320cce6aef628c2c02,1XbstLYZ5nIkX_dv9hss5ccgKkOATSGHR,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/strip.out,raw_k3,93,93ef57b4196ab11f4951ad4522fdc10801a88bb469b6022e928ab5ef4a094299,1vFQF78gmKlQlMBr2tzT2LzKYSWnFvw04,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/strip.txt,raw_k3,199088,92d6154d243738ad5eb728280f6069a3a128899c74eb1891fe1d613c1d5336b8,1hFETW_7QF_p5RJy78IYouoOLc_IZuWcg,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/t_one.out,raw_k3,1256,bd19aa9fd76d197160aa6929ed7674f77f8a5a9626fb76517b74bc67e9196d84,1iZhUNxHV6In02VsdcZ4LTbbJ93wWp_3A,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/t_one.py,raw_k3,1740,cfa9bd474bd0650a05c0bf96bc69e305b59789b9dadd1a71c65c2b8936deb33f,1Fx27vuexTwLovqwbw8TDHjyIbrwrs3aA,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_cert.py,raw_k3,52462,4cf2b27c8161327c6e21aed4546dcbbe1d4d2c3adb6f0ec87b78b2057cfb8fc4,1Jau8ccc-7xtsQbTU2icBz5pvBYE8HqUR,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_drive.py,raw_k3,7653,55fcbd7f23f169424cc48fe3243ec07ea0361b6bc12f9bfedb5db2d70b6bef0b,1sYMQSQBxlJwGjCiaWvgXAs7A13mVMndS,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_harness.py,raw_k3,4388,7295801ef7f4f37f96a55ebddfcac8a8492119e425e39bd1fa6bd099f559c39a,1yS0pkvO4fmEd1gc7fNO7hJJUEsPzpP4C,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_lbox.py,raw_k3,9457,f7e2cd1a68a891d714f436cac1e8cff38c68d3528ea37f9de4ec152816d0a248,1Zy55911-GWshTCc1k9s6TttuNl6bHvvV,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_lower.py,raw_k3,11571,e61ffa056fbcfc6815968d8996e21a73402371f4d79d4e139ad23333e5529036,1a5lityWNmVmiJqqA4PGM9o5DZCKtZguo,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_pinprobe.py,raw_k3,2773,5b768d093e9a423b63f54bb8d6d1707614fd0ca44561d33cd1305c75e07148a7,1gb5k-QofFnXGW8EPFOk2h1QsjyfPhtIu,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_proto.py,raw_k3,9572,f648002c98c9df6e2fd3f4a8ba6d9f456e1daaafdae45afce720930f6c79603b,19MRL_YIkxYbu1ye7Qf-xbmncjrmihMIa,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_pscan.py,raw_k3,1238,4eef59a06712f79606e648863186a4ce12c3681c8dabe45f4bbda80b71c5a3d3,1N1J-329dFNyNpN1yCZedf4GhuSO_hVKc,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_run.py,raw_k3,5589,9561e87364b0d6eef130b1f7facbf7dd70305b41b46c98b44930b4a8d45720d5,1GbD75F_Apw93urlzlGqedWrrjNhuT0Wr,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_run_harness.sh,raw_k3,1236,1e0c454dab136830f14415f00f5bddf03251645d32dc9636e36dc6f6de85bc6b,1s7_okT0TKUE14QIN_xRAI9G1MMhxNJfx,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_scan.py,raw_k3,3139,31dc4d424f7a1415838d01570577273a0f091c558a64ceebfcf4384227e07543,1ff7vn8GEGHSZlXxjT2DGU9CXOkhdfA41,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_scan2.py,raw_k3,2478,69d05769ca4dd0f3ab6d4fd0932310c8131eaadc56b39d9d9f30ab8a90b74897,1JBO-lCtrTieILzg3SV_ZF7iy8XHw83zI,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_strip.py,raw_k3,2178,8fe3e20f5e488699f02c8fb3fde351cf4e7f712d551a23c28bff7e666262c0b6,17G8PFVpYHCqT6HW0yxKamOqQ5PA4cMUu,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_taylor.py,raw_k3,7267,bb963481fa1a824653f85d03fb85d044548b762797a0cda5e7757b285a7caed9,1Y9fycAFyoQQkIk3gZ6gNQFZvRelR8QEj,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W3_numerics/w3_tm.py,raw_k3,8704,b174add150fb962cd24cbec843555d264b6c6f3c3cc52432f7b07b11896024db,1WpgIFWQEU94DZgfcVaHUzETczZf3Y11L,1XednXXpn03NFzfMfL8kWUcxOoI5ZEiSl,INCOMPLETE PRE-FREEZE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/MANIFEST.sha256,raw_k3,3385,b83998550c049a0383a9cfb763d0950033c3491735712c50737ad08a6b7eded7,1LjBYMWF4eS_5bLdKtyLvbKzmMl2yjRAJ,1HtCt_4Ttqzt9jEV-fSrrugtRxgysjDH4,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/W4_REPORT.md,raw_k3,10789,669401f7871e13fb8ae1d295fa04f55fe81f45b9f1443ecd97158db7a6235715,1PQ2upF10nbHEhZkrcy1p_sP4Klk0SWBr,1HtCt_4Ttqzt9jEV-fSrrugtRxgysjDH4,NUMERICAL ESTIMATE / NOT ENCLOSURE,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/maps/arc_a.tsv,raw_k3,1178764,140e20c47ee27ef74de11e3ec5d75a36b5e3e61e3f65c7ac3c1a145b4e5f104c,1zUfGPwWuJQr6cOGn7Nu2608996MVZ_CI,1MessiOwC4ePeutx_qwtI1hSD4WeyrrtM,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/maps/arc_b.tsv,raw_k3,1570291,10a9f8b40e453b0dc2931cbd195a759064144b242bbf9d3f0f384c71ea6e6005,1X3mEPCNSdqcwXzT0mNszgErPkbe3uROk,1MessiOwC4ePeutx_qwtI1hSD4WeyrrtM,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/maps/full_med.tsv,raw_k3,1108108,5f9b7eff5ecd18c8e7021d096f3521da419c23cc6ee9c060bad8d04f3a9d2c97,1zrXQNxSTlq6Nxmv9qrNLWojt4s010qQr,1MessiOwC4ePeutx_qwtI1hSD4WeyrrtM,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/maps/inner_scan.tsv,raw_k3,55761,9834810ce4bc95ad4f8d8e31c0d282c122625e389e0140fe64771d10135d38ed,1iP5hXfH73RaMVMJ-oldX9xEb6Q0zUaRm,1MessiOwC4ePeutx_qwtI1hSD4WeyrrtM,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/maps/map_coarse.tsv,raw_k3,190644,5c2d55faf473634210be35d0e5a04fdd1bf0642a189d78a092bbb1d1bc1b9048,1v5_FdtKrXEFTDdtZSm6QPW0wd2XMAZPm,1MessiOwC4ePeutx_qwtI1hSD4WeyrrtM,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/maps/outer_shell.tsv,raw_k3,184569,bbd8377d9f4b02ac544be114090185061079da3c0d82c03ec236c08795d6d955,1WrL2Lpkp0xUUBxd_B6Pm267zSerT_Qss,1MessiOwC4ePeutx_qwtI1hSD4WeyrrtM,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/maps/wedge_fine.tsv,raw_k3,13480081,a48a9f52a7941085979ccb532bb2a2c6eca6535705e59074f98c73d5fe3c90cd,1M_f1GKX3oqx4bE6f8oajzd7kaKWkhfD0,1MessiOwC4ePeutx_qwtI1hSD4WeyrrtM,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/maps/wedge_finer.tsv,raw_k3,13204497,d51d79741b8da72e61b427463f744ad04f6a28009ce55ec6d3e4f685c931bd8e,1FGu4qlG25lWR5x3kAacCQK4DhXEzZwd1,1MessiOwC4ePeutx_qwtI1hSD4WeyrrtM,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/maps/wedge_mid.tsv,raw_k3,3379547,9aae130a4bc6b4824d7e0d3b1cebdc5a94fe3cce4ae464c10fe0dd1d4cc4b7e5,1BmFoHJ4srJ8ydeFu7sY5HMgmdn52p04h,1MessiOwC4ePeutx_qwtI1hSD4WeyrrtM,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
W4_independent/probes_laws.txt,raw_k3,3991,2f9d27d4bffa8ef17f1f5bed1ab89de5638562ba5f95e858142e19a9b8593bb5,1wZCnK1h8QnOu5R974RWZ6SiVn90SPqEZ,1HtCt_4Ttqzt9jEV-fSrrugtRxgysjDH4,NUMERICAL EVIDENCE / NONCONTROLLING,Individual raw carrier; exact bytes preserved; package b316369b…; connector accessible; sharing not verified
